Time (ms),Bob1 X,Bob1 Y,Bob2 X,Bob2 Y
4394,-0.1854,0.0751,-0.3413,0.2004
4400,-0.1817,0.0836,-0.3459,0.1977
4406,-0.1777,0.0917,-0.3496,0.194
4412,-0.1735,0.0995,-0.3522,0.1894
4418,-0.1691,0.1067,-0.3537,0.1838
4424,-0.1647,0.1135,-0.3542,0.1774
4430,-0.1603,0.1196,-0.3538,0.1703
4436,-0.156,0.1251,-0.3525,0.1627
4442,-0.1519,0.1301,-0.3504,0.1545
4448,-0.1479,0.1346,-0.3476,0.146
4455,-0.1442,0.1385,-0.3442,0.137
4461,-0.1408,0.142,-0.3403,0.1276
4467,-0.1377,0.1451,-0.3358,0.1179
4473,-0.1349,0.1477,-0.3309,0.108
4479,-0.1324,0.1499,-0.3255,0.0977
4485,-0.1303,0.1517,-0.3197,0.0873
4491,-0.1286,0.1531,-0.3134,0.0766
4497,-0.1273,0.1542,-0.3067,0.0657
4503,-0.1265,0.1549,-0.2995,0.0547
4509,-0.126,0.1553,-0.2919,0.0436
4515,-0.1261,0.1553,-0.2839,0.0324
4521,-0.1266,0.1548,-0.2754,0.0212
4527,-0.1276,0.154,-0.2665,0.0101
4533,-0.1291,0.1527,-0.2571,-0.001
4539,-0.1312,0.151,-0.2473,-0.0119
4545,-0.1338,0.1487,-0.2371,-0.0225
4552,-0.1368,0.1459,-0.2265,-0.0329
4558,-0.1404,0.1424,-0.2155,-0.0429
4564,-0.1444,0.1384,-0.2042,-0.0525
4570,-0.1489,0.1335,-0.1927,-0.0616
4576,-0.1537,0.128,-0.1809,-0.0702
4582,-0.1588,0.1215,-0.169,-0.0782
4588,-0.1642,0.1142,-0.1571,-0.0856
4594,-0.1696,0.106,-0.1452,-0.0925
4600,-0.175,0.0968,-0.1334,-0.0988
4606,-0.1803,0.0867,-0.1218,-0.1046
4612,-0.1852,0.0755,-0.1105,-0.11
4618,-0.1897,0.0634,-0.0994,-0.1151
4624,-0.1935,0.0504,-0.0886,-0.1199
4630,-0.1966,0.0365,-0.0781,-0.1246
4636,-0.1988,0.0219,-0.0679,-0.1293
4642,-0.1999,0.0067,-0.0579,-0.1341
4648,-0.1998,-0.009,-0.048,-0.1392
4655,-0.1984,-0.025,-0.0381,-0.1446
4661,-0.1957,-0.0412,-0.0281,-0.1504
4667,-0.1916,-0.0573,-0.018,-0.1566
4673,-0.1861,-0.0732,-0.0076,-0.1634
4679,-0.1792,-0.0887,0.0032,-0.1708
4685,-0.171,-0.1036,0.0143,-0.1787
4691,-0.1616,-0.1178,0.026,-0.1871
4697,-0.151,-0.1312,0.0382,-0.1961
4703,-0.1393,-0.1435,0.0508,-0.2056
4709,-0.1267,-0.1548,0.0639,-0.2156
4715,-0.1131,-0.1649,0.0773,-0.2261
4721,-0.0987,-0.1739,0.091,-0.2371
4727,-0.0836,-0.1817,0.1049,-0.2485
4733,-0.0678,-0.1882,0.1188,-0.2602
4739,-0.0512,-0.1933,0.1326,-0.2722
4745,-0.0339,-0.1971,0.146,-0.2845
4752,-0.0158,-0.1994,0.1589,-0.2968
4758,0.0031,-0.2,0.1708,-0.3089
4764,0.0228,-0.1987,0.1814,-0.3206
4770,0.0434,-0.1952,0.1901,-0.3312
4776,0.0648,-0.1892,0.1964,-0.3398
4782,0.0863,-0.1804,0.1996,-0.3452
4788,0.107,-0.169,0.1996,-0.3462
4794,0.1258,-0.1555,0.1969,-0.3424
4800,0.1421,-0.1408,0.1923,-0.3344
4806,0.1557,-0.1256,0.1868,-0.3231
4812,0.1668,-0.1103,0.1809,-0.3098
4818,0.1759,-0.0951,0.1749,-0.2951
4824,0.1833,-0.0801,0.1689,-0.2796
4830,0.189,-0.0654,0.1629,-0.2637
4836,0.1934,-0.0509,0.157,-0.2476
4842,0.1966,-0.0367,0.1512,-0.2315
4848,0.1987,-0.0228,0.1454,-0.2156
4855,0.1998,-0.0092,0.1396,-0.2
4861,0.2,0.004,0.1338,-0.1847
4867,0.1993,0.017,0.128,-0.1699
4873,0.1978,0.0296,0.1222,-0.1556
4879,0.1956,0.0418,0.1162,-0.1418
4885,0.1927,0.0537,0.1102,-0.1285
4891,0.1891,0.0652,0.1041,-0.1159
4897,0.1849,0.0762,0.0979,-0.1039
4903,0.1802,0.0868,0.0915,-0.0924
4909,0.1749,0.097,0.085,-0.0817
4915,0.1692,0.1066,0.0784,-0.0715
4921,0.1631,0.1158,0.0716,-0.062
4927,0.1565,0.1245,0.0647,-0.0532
4933,0.1497,0.1326,0.0576,-0.0449
4939,0.1426,0.1403,0.0505,-0.0373
4945,0.1352,0.1474,0.0432,-0.0302
4952,0.1276,0.154,0.0358,-0.0237
4958,0.1199,0.1601,0.0283,-0.0177
4964,0.1121,0.1656,0.0207,-0.0123
4970,0.1041,0.1708,0.0131,-0.0073
4976,0.0961,0.1754,0.0054,-0.0028
4982,0.088,0.1796,-0.0024,0.0012
4988,0.0799,0.1833,-0.0101,0.0048
4994,0.0718,0.1867,-0.018,0.0079
5000,0.0636,0.1896,-0.0258,0.0107
5006,0.0555,0.1922,-0.0336,0.0131
5012,0.0473,0.1943,-0.0415,0.0151
5018,0.0391,0.1961,-0.0493,0.0168
5024,0.031,0.1976,-0.0572,0.0181
5030,0.0228,0.1987,-0.065,0.019
5036,0.0146,0.1995,-0.0729,0.0196
5042,0.0065,0.1999,-0.0807,0.0199
5048,-0.0017,0.2,-0.0885,0.0198
5055,-0.0099,0.1998,-0.0963,0.0194
5061,-0.0181,0.1992,-0.1041,0.0186
5067,-0.0263,0.1983,-0.1119,0.0175
5073,-0.0345,0.197,-0.1197,0.0161
5079,-0.0427,0.1954,-0.1275,0.0143
5085,-0.0509,0.1934,-0.1352,0.0121
5091,-0.0591,0.1911,-0.143,0.0095
5097,-0.0673,0.1884,-0.1508,0.0066
5103,-0.0754,0.1852,-0.1586,0.0034
5109,-0.0836,0.1817,-0.1664,-0.0003
5115,-0.0916,0.1778,-0.1742,-0.0044
5121,-0.0997,0.1734,-0.1821,-0.0088
5127,-0.1076,0.1686,-0.1899,-0.0137
5133,-0.1155,0.1633,-0.1978,-0.019
5139,-0.1232,0.1576,-0.2057,-0.0246
5145,-0.1308,0.1513,-0.2136,-0.0307
5152,-0.1382,0.1446,-0.2216,-0.0372
5158,-0.1454,0.1373,-0.2296,-0.0441
5164,-0.1524,0.1295,-0.2375,-0.0514
5170,-0.1591,0.1212,-0.2456,-0.0592
5176,-0.1655,0.1123,-0.2536,-0.0673
5182,-0.1716,0.1028,-0.2616,-0.0758
5188,-0.1772,0.0927,-0.2697,-0.0846
5194,-0.1824,0.082,-0.2777,-0.0938
5200,-0.1871,0.0707,-0.2857,-0.1033
5206,-0.1912,0.0587,-0.2936,-0.1131
5212,-0.1946,0.046,-0.3015,-0.123
5218,-0.1973,0.0326,-0.3092,-0.1331
5224,-0.1991,0.0185,-0.3167,-0.1433
5230,-0.2,0.0036,-0.3239,-0.1534
5236,-0.1996,-0.0121,-0.3306,-0.1633
5242,-0.1979,-0.0286,-0.3366,-0.1727
5248,-0.1947,-0.0459,-0.3417,-0.1815
5255,-0.1896,-0.0637,-0.3453,-0.1893
5261,-0.1825,-0.0819,-0.3468,-0.1958
5267,-0.1733,-0.0999,-0.3459,-0.201
5273,-0.1621,-0.1171,-0.3419,-0.2047
5279,-0.1493,-0.1331,-0.335,-0.2074
5285,-0.1352,-0.1474,-0.3254,-0.2094
5291,-0.1202,-0.1598,-0.3136,-0.2109
5297,-0.1045,-0.1705,-0.3001,-0.2124
5303,-0.0883,-0.1794,-0.2853,-0.214
5309,-0.0717,-0.1867,-0.2696,-0.2158
5315,-0.0548,-0.1924,-0.2532,-0.2178
5321,-0.0377,-0.1964,-0.2362,-0.2201
5327,-0.0204,-0.199,-0.219,-0.2228
5333,-0.0031,-0.2,-0.2015,-0.2258
5339,0.0141,-0.1995,-0.1838,-0.2291
5345,0.031,-0.1976,-0.1659,-0.2327
5352,0.0476,-0.1943,-0.1479,-0.2367
5358,0.0636,-0.1896,-0.1297,-0.241
5364,0.0789,-0.1838,-0.1113,-0.2456
5370,0.0934,-0.1769,-0.0926,-0.2504
5376,0.1068,-0.1691,-0.0735,-0.2555
5382,0.1192,-0.1606,-0.0539,-0.2607
5388,0.1304,-0.1516,-0.0337,-0.2659
5394,0.1403,-0.1425,-0.0129,-0.271
5400,0.149,-0.1334,0.0087,-0.2758
5406,0.1565,-0.1245,0.031,-0.2803
5412,0.1628,-0.1162,0.0541,-0.2841
5418,0.168,-0.1086,0.0779,-0.2872
5424,0.1721,-0.1019,0.1024,-0.2893
5430,0.1753,-0.0962,0.1274,-0.2904
5436,0.1777,-0.0917,0.1528,-0.2902
5442,0.1793,-0.0885,0.1784,-0.2885
5448,0.1802,-0.0867,0.2041,-0.2853
5455,0.1804,-0.0864,0.2294,-0.2803
5461,0.1799,-0.0875,0.2542,-0.2732
5467,0.1785,-0.0901,0.2778,-0.2637
5473,0.1764,-0.0942,0.2997,-0.2517
5479,0.1735,-0.0995,0.319,-0.2367
5485,0.1698,-0.1056,0.3348,-0.2187
5491,0.1657,-0.112,0.3462,-0.1981
5497,0.1614,-0.1181,0.353,-0.1757
5503,0.1574,-0.1234,0.3553,-0.1522
5509,0.1539,-0.1277,0.3539,-0.1286
5515,0.151,-0.1312,0.3493,-0.1053
5521,0.1487,-0.1337,0.3421,-0.0826
5527,0.1472,-0.1354,0.3328,-0.0609
5533,0.1462,-0.1365,0.3216,-0.0403
5539,0.1459,-0.1368,0.3089,-0.0209
5545,0.1461,-0.1365,0.2948,-0.0028
5552,0.1469,-0.1357,0.2797,0.0139
5558,0.1483,-0.1342,0.2635,0.0292
5564,0.15,-0.1322,0.2465,0.043
5570,0.1523,-0.1297,0.2288,0.0551
5576,0.1549,-0.1266,0.2106,0.0655
5582,0.1578,-0.1229,0.192,0.0742
5588,0.161,-0.1186,0.1731,0.081
5594,0.1645,-0.1137,0.1541,0.086
5600,0.1682,-0.1083,0.1352,0.089
5606,0.1719,-0.1022,0.1166,0.09
5612,0.1757,-0.0956,0.0985,0.0889
5618,0.1794,-0.0883,0.0811,0.0858
5624,0.1831,-0.0805,0.0646,0.0806
5630,0.1865,-0.0722,0.0494,0.0734
5636,0.1897,-0.0635,0.0357,0.0642
5642,0.1925,-0.0543,0.0238,0.0532
5648,0.1949,-0.0449,0.014,0.0404
5655,0.1969,-0.0353,0.0066,0.0262
5661,0.1983,-0.0258,0.0017,0.0108
5667,0.1993,-0.0164,-0.0004,-0.0054
5673,0.1999,-0.0074,0.0004,-0.0222
5679,0.2,0.001,0.0041,-0.0391
5685,0.1998,0.0087,0.0105,-0.0559
5691,0.1994,0.0154,0.0195,-0.0721
5697,0.1989,0.0211,0.0309,-0.0875
5703,0.1983,0.0257,0.0444,-0.102
5709,0.1979,0.0291,0.0595,-0.1154
5715,0.1975,0.0313,0.0761,-0.1277
5721,0.1974,0.0322,0.0938,-0.1389
5727,0.1974,0.0319,0.1123,-0.1491
5733,0.1977,0.0305,0.1315,-0.1583
5739,0.1981,0.0278,0.1511,-0.1666
5745,0.1985,0.0241,0.171,-0.174
5752,0.1991,0.0191,0.191,-0.1807
5758,0.1996,0.0131,0.2111,-0.1866
5764,0.1999,0.0058,0.2312,-0.1917
5770,0.2,-0.0027,0.251,-0.196
5776,0.1996,-0.0124,0.2705,-0.1994
5782,0.1986,-0.0234,0.2894,-0.2016
5788,0.1968,-0.0359,0.3075,-0.2024
5794,0.1937,-0.0498,0.324,-0.2015
5800,0.1891,-0.0651,0.3383,-0.1983
5806,0.1827,-0.0814,0.3491,-0.1923
5812,0.1744,-0.0979,0.3551,-0.1836
5818,0.1646,-0.1136,0.3557,-0.1726
5824,0.1539,-0.1278,0.3512,-0.1604
5830,0.1428,-0.1401,0.3426,-0.1479
5836,0.1315,-0.1507,0.331,-0.1356
5842,0.1203,-0.1597,0.3171,-0.1237
5848,0.1092,-0.1675,0.3015,-0.1126
5855,0.0982,-0.1742,0.2847,-0.1021
5861,0.0872,-0.18,0.267,-0.0924
5867,0.0762,-0.1849,0.2486,-0.0834
5873,0.0653,-0.189,0.2296,-0.075
5879,0.0543,-0.1925,0.2102,-0.0673
5885,0.0432,-0.1953,0.1906,-0.0601
5891,0.032,-0.1974,0.1709,-0.0535
5897,0.0207,-0.1989,0.1511,-0.0472
5903,0.0093,-0.1998,0.1313,-0.0413
5909,-0.0022,-0.2,0.1116,-0.0355
5915,-0.0139,-0.1995,0.0921,-0.0299
5921,-0.0256,-0.1984,0.0729,-0.0243
5927,-0.0373,-0.1965,0.0539,-0.0185
5933,-0.049,-0.1939,0.0352,-0.0125
5939,-0.0605,-0.1906,0.0168,-0.0062
5945,-0.0717,-0.1867,-0.0012,0.0005
5952,-0.0825,-0.1822,-0.019,0.0075
5958,-0.0929,-0.1771,-0.0366,0.0148
5964,-0.1028,-0.1716,-0.054,0.0224
5970,-0.1121,-0.1656,-0.0713,0.0301
5976,-0.1208,-0.1594,-0.0884,0.038
5982,-0.1289,-0.1529,-0.1056,0.0457
5988,-0.1364,-0.1462,-0.1227,0.0533
5994,-0.1434,-0.1394,-0.1397,0.0606
6000,-0.1499,-0.1324,-0.1568,0.0675
6006,-0.1559,-0.1252,-0.1739,0.0739
6012,-0.1615,-0.118,-0.191,0.0799
6018,-0.1667,-0.1105,-0.208,0.0851
6024,-0.1715,-0.103,-0.225,0.0897
6030,-0.1759,-0.0952,-0.2418,0.0936
6036,-0.1799,-0.0873,-0.2585,0.0966
6042,-0.1837,-0.0791,-0.275,0.0988
6048,-0.1871,-0.0707,-0.2912,0.1001
6055,-0.1902,-0.062,-0.307,0.1004
6061,-0.1929,-0.0529,-0.3223,0.0996
6067,-0.1952,-0.0434,-0.337,0.0977
6073,-0.1972,-0.0335,-0.3508,0.0946
6079,-0.1987,-0.023,-0.3635,0.0902
6085,-0.1996,-0.0121,-0.3747,0.0845
6091,-0.2,-0.0007,-0.3841,0.0774
6097,-0.1997,0.011,-0.3911,0.0689
6103,-0.1987,0.0228,-0.3953,0.0593
6109,-0.197,0.0344,-0.3965,0.0487
6115,-0.1948,0.0452,-0.3947,0.0375
6121,-0.1923,0.0551,-0.3901,0.0261
6127,-0.1895,0.064,-0.3833,0.0146
6133,-0.1867,0.0717,-0.3747,0.0033
6139,-0.184,0.0783,-0.3645,-0.0079
6145,-0.1816,0.0838,-0.3532,-0.0189
6152,-0.1794,0.0884,-0.3408,-0.0296
6158,-0.1775,0.0921,-0.3276,-0.0401
6164,-0.1761,0.0949,-0.3136,-0.0503
6170,-0.175,0.0968,-0.299,-0.0601
6176,-0.1744,0.0979,-0.2838,-0.0696
6182,-0.1743,0.0981,-0.2681,-0.0786
6188,-0.1747,0.0974,-0.2519,-0.0871
6194,-0.1755,0.0958,-0.2353,-0.095
6200,-0.1769,0.0933,-0.2184,-0.1023
6206,-0.1787,0.0899,-0.2013,-0.1089
6212,-0.1809,0.0854,-0.184,-0.1146
6218,-0.1834,0.0798,-0.1667,-0.1195
6224,-0.1861,0.0731,-0.1496,-0.1235
6230,-0.189,0.0653,-0.1326,-0.1265
6236,-0.1919,0.0564,-0.1161,-0.1287
6242,-0.1946,0.0462,-0.1,-0.13
6248,-0.1969,0.035,-0.0846,-0.1305
6255,-0.1987,0.0226,-0.0698,-0.1303
6261,-0.1998,0.0092,-0.0558,-0.1296
6267,-0.1999,-0.0051,-0.0426,-0.1285
6273,-0.199,-0.0201,-0.0301,-0.1272
6279,-0.1968,-0.0357,-0.0183,-0.1259
6285,-0.1932,-0.0517,-0.007,-0.1246
6291,-0.1882,-0.0678,0.0039,-0.1235
6297,-0.1816,-0.0838,0.0146,-0.1227
6303,-0.1735,-0.0995,0.0252,-0.1223
6309,-0.1639,-0.1146,0.036,-0.1222
6315,-0.1529,-0.129,0.047,-0.1225
6321,-0.1405,-0.1423,0.0585,-0.1232
6327,-0.1271,-0.1545,0.0706,-0.1241
6333,-0.1126,-0.1653,0.0834,-0.1253
6339,-0.0973,-0.1747,0.0968,-0.1268
6345,-0.0815,-0.1826,0.111,-0.1284
6352,-0.0652,-0.1891,0.1259,-0.1302
6358,-0.0488,-0.194,0.1414,-0.1321
6364,-0.0322,-0.1974,0.1576,-0.1342
6370,-0.0157,-0.1994,0.1742,-0.1365
6376,0.0008,-0.2,0.1912,-0.139
6382,0.017,-0.1993,0.2085,-0.1418
6388,0.0329,-0.1973,0.226,-0.1449
6394,0.0486,-0.194,0.2434,-0.1484
6400,0.0641,-0.1895,0.2606,-0.1523
6406,0.0793,-0.1836,0.2774,-0.1566
6412,0.0942,-0.1764,0.2936,-0.1614
6418,0.1088,-0.1678,0.3088,-0.1666
6424,0.1232,-0.1576,0.3227,-0.1721
6430,0.1371,-0.1456,0.3345,-0.1779
6436,0.1505,-0.1317,0.3437,-0.1836
6442,0.163,-0.1159,0.3493,-0.1886
6448,0.1741,-0.0985,0.3507,-0.1923
6455,0.1832,-0.0803,0.3476,-0.1941
6461,0.1901,-0.0621,0.3408,-0.1936
6467,0.195,-0.0446,0.3312,-0.191
6473,0.198,-0.0282,0.3197,-0.1869
6479,0.1996,-0.0128,0.307,-0.1815
6485,0.2,0.0014,0.2935,-0.1753
6491,0.1995,0.0147,0.2796,-0.1686
6497,0.1982,0.027,0.2653,-0.1614
6503,0.1963,0.0384,0.2508,-0.154
6509,0.1939,0.049,0.2361,-0.1465
6515,0.1912,0.0588,0.2214,-0.1389
6521,0.1881,0.0679,0.2066,-0.1313
6527,0.1849,0.0763,0.1917,-0.1236
6533,0.1815,0.084,0.1769,-0.116
6539,0.1781,0.0911,0.1621,-0.1083
6545,0.1746,0.0975,0.1472,-0.1006
6552,0.1712,0.1033,0.1325,-0.0929
6558,0.168,0.1086,0.1178,-0.085
6564,0.1648,0.1133,0.1033,-0.077
6570,0.1619,0.1174,0.089,-0.0688
6576,0.1592,0.1211,0.0749,-0.0603
6582,0.1567,0.1242,0.0611,-0.0514
6588,0.1546,0.1269,0.0478,-0.0422
6594,0.1526,0.1292,0.035,-0.0325
6600,0.151,0.1312,0.0227,-0.0223
6606,0.1496,0.1328,0.0112,-0.0117
6612,0.1484,0.1341,0.0005,-0.0005
6618,0.1473,0.1353,-0.0094,0.011
6624,0.1464,0.1363,-0.0184,0.0229
6630,0.1456,0.1371,-0.0264,0.0351
6636,0.1448,0.1379,-0.0335,0.0474
6642,0.1441,0.1387,-0.0397,0.0599
6648,0.1434,0.1394,-0.045,0.0724
6655,0.1427,0.1401,-0.0495,0.0848
6661,0.142,0.1409,-0.0532,0.0971
6667,0.1412,0.1416,-0.0561,0.1092
6673,0.1405,0.1424,-0.0584,0.121
6679,0.1397,0.1431,-0.06,0.1326
6685,0.1389,0.1439,-0.0611,0.1438
6691,0.1381,0.1447,-0.0617,0.1547
6697,0.1372,0.1455,-0.0618,0.1652
6703,0.1364,0.1462,-0.0615,0.1753
6709,0.1356,0.147,-0.0607,0.1849
6715,0.1348,0.1477,-0.0597,0.1942
6721,0.1341,0.1484,-0.0583,0.203
6727,0.1334,0.149,-0.0567,0.2113
6733,0.1327,0.1496,-0.0548,0.2193
6739,0.1321,0.1502,-0.0526,0.2268
6745,0.1316,0.1506,-0.0503,0.2338
6752,0.1311,0.151,-0.0478,0.2404
6758,0.1308,0.1513,-0.0451,0.2465
6764,0.1305,0.1516,-0.0423,0.2523
6770,0.1303,0.1517,-0.0394,0.2575
6776,0.1303,0.1518,-0.0364,0.2624
6782,0.1303,0.1517,-0.0332,0.2668
6788,0.1305,0.1516,-0.03,0.2709
6794,0.1308,0.1513,-0.0267,0.2745
6800,0.1313,0.1509,-0.0234,0.2777
6806,0.1319,0.1504,-0.02,0.2805
6812,0.1326,0.1497,-0.0166,0.2829
6818,0.1335,0.1489,-0.0131,0.2849
6824,0.1346,0.148,-0.0096,0.2865
6830,0.1358,0.1468,-0.0061,0.2878
6836,0.1371,0.1456,-0.0026,0.2886
6842,0.1387,0.1441,0.0009,0.2891
6848,0.1403,0.1425,0.0045,0.2893
6855,0.1422,0.1407,0.008,0.289
6861,0.1441,0.1386,0.0116,0.2884
6867,0.1463,0.1364,0.0152,0.2874
6873,0.1485,0.1339,0.0188,0.2861
6879,0.1509,0.1312,0.0223,0.2844
6885,0.1534,0.1283,0.0259,0.2823
6891,0.1561,0.1251,0.0295,0.2799
6897,0.1588,0.1216,0.0331,0.2771
6903,0.1616,0.1178,0.0367,0.2739
6909,0.1645,0.1137,0.0403,0.2704
6915,0.1675,0.1093,0.0439,0.2665
6921,0.1705,0.1046,0.0475,0.2623
6927,0.1735,0.0995,0.0511,0.2577
6933,0.1765,0.0941,0.0547,0.2527
6939,0.1795,0.0883,0.0583,0.2474
6945,0.1824,0.0821,0.0619,0.2417
6952,0.1852,0.0754,0.0655,0.2356
6958,0.1879,0.0684,0.069,0.2292
6964,0.1905,0.0609,0.0726,0.2225
6970,0.1928,0.053,0.0761,0.2154
6976,0.195,0.0446,0.0797,0.2081
6982,0.1968,0.0358,0.0831,0.2004
6988,0.1982,0.0265,0.0866,0.1924
6994,0.1993,0.0167,0.0899,0.1841
7000,0.1999,0.0064,0.0933,0.1756
7006,0.2,-0.0043,0.0965,0.1668
7012,0.1994,-0.0155,0.0997,0.1578
7018,0.1982,-0.0271,0.1027,0.1487
7024,0.1961,-0.0391,0.1057,0.1393
7030,0.1933,-0.0513,0.1085,0.1298
7036,0.1895,-0.0639,0.1113,0.1202
7042,0.1847,-0.0766,0.1139,0.1104
7048,0.1789,-0.0894,0.1164,0.1006
7055,0.1719,-0.1022,0.1189,0.0907
7061,0.1638,-0.1147,0.1213,0.0807
7067,0.1545,-0.127,0.1236,0.0706
7073,0.144,-0.1388,0.1258,0.0604
7079,0.1323,-0.15,0.1281,0.05
7085,0.1196,-0.1603,0.1303,0.0394
7091,0.1058,-0.1697,0.1326,0.0285
7097,0.0911,-0.178,0.1348,0.0171
7103,0.0757,-0.1851,0.137,0.0053
7109,0.0598,-0.1908,0.1391,-0.0073
7115,0.0436,-0.1952,0.1411,-0.0206
7121,0.0272,-0.1981,0.1427,-0.0348
7127,0.0111,-0.1997,0.1438,-0.0501
7133,-0.0047,-0.1999,0.1442,-0.0665
7139,-0.0198,-0.199,0.1438,-0.084
7145,-0.0341,-0.1971,0.1422,-0.1027
7152,-0.0473,-0.1943,0.1393,-0.1224
7158,-0.0593,-0.191,0.1349,-0.1431
7164,-0.07,-0.1874,0.1287,-0.1646
7170,-0.0793,-0.1836,0.1207,-0.1866
7176,-0.0871,-0.18,0.1108,-0.209
7182,-0.0935,-0.1768,0.0989,-0.2315
7188,-0.0984,-0.1741,0.0851,-0.2537
7194,-0.1018,-0.1721,0.0694,-0.2755
7200,-0.1038,-0.171,0.0518,-0.2966
7206,-0.1043,-0.1707,0.0325,-0.3166
7212,-0.1032,-0.1713,0.0116,-0.3352
7218,-0.1004,-0.173,-0.011,-0.3519
7224,-0.0958,-0.1755,-0.0349,-0.366
7230,-0.0893,-0.179,-0.06,-0.3768
7236,-0.0806,-0.183,-0.0858,-0.383
7242,-0.0701,-0.1873,-0.1114,-0.383
7248,-0.0585,-0.1913,-0.1354,-0.3759
7255,-0.047,-0.1944,-0.1563,-0.3619
7261,-0.0369,-0.1966,-0.1736,-0.3425
7267,-0.0285,-0.198,-0.1873,-0.3196
7273,-0.022,-0.1988,-0.1977,-0.2944
7279,-0.0174,-0.1992,-0.2052,-0.2681
7285,-0.0144,-0.1995,-0.21,-0.2411
7291,-0.0131,-0.1996,-0.2126,-0.214
7297,-0.0132,-0.1996,-0.2128,-0.187
7303,-0.0149,-0.1994,-0.211,-0.1606
7309,-0.0179,-0.1992,-0.2072,-0.1349
7315,-0.0222,-0.1988,-0.2015,-0.1102
7321,-0.0278,-0.1981,-0.194,-0.0868
7327,-0.0346,-0.197,-0.1847,-0.0649
7333,-0.0425,-0.1954,-0.1739,-0.0447
7339,-0.0514,-0.1933,-0.1617,-0.0264
7345,-0.0612,-0.1904,-0.1483,-0.0104
7352,-0.0717,-0.1867,-0.134,0.0034
7358,-0.0828,-0.182,-0.119,0.0147
7364,-0.0943,-0.1764,-0.1036,0.0234
7370,-0.1058,-0.1697,-0.0881,0.0295
7376,-0.1174,-0.1619,-0.0727,0.033
7382,-0.1287,-0.1531,-0.0579,0.034
7388,-0.1395,-0.1433,-0.0439,0.0324
7394,-0.1498,-0.1326,-0.031,0.0284
7400,-0.1592,-0.1211,-0.0196,0.0221
7406,-0.1678,-0.1089,-0.0098,0.0138
7412,-0.1753,-0.0963,-0.002,0.0035
7418,-0.1818,-0.0834,0.0036,-0.0084
7424,-0.1872,-0.0705,0.0068,-0.0216
7430,-0.1915,-0.0577,0.0073,-0.0358
7436,-0.1948,-0.0454,0.0051,-0.0507
7442,-0.1971,-0.0337,0.0002,-0.0659
7448,-0.1987,-0.0228,-0.0074,-0.081
7455,-0.1996,-0.013,-0.0175,-0.0957
7461,-0.2,-0.0043,-0.03,-0.1097
7467,-0.2,0.003,-0.0445,-0.1228
7473,-0.1998,0.009,-0.0608,-0.1348
7479,-0.1995,0.0137,-0.0786,-0.1457
7485,-0.1993,0.0169,-0.0976,-0.1553
7491,-0.1991,0.0188,-0.1175,-0.1638
7497,-0.1991,0.0193,-0.1381,-0.1712
7503,-0.1991,0.0185,-0.1591,-0.1774
7509,-0.1993,0.0164,-0.1804,-0.1827
7515,-0.1996,0.013,-0.2018,-0.187
7521,-0.1998,0.0083,-0.2232,-0.1903
7527,-0.2,0.0024,-0.2445,-0.1926
7533,-0.1999,-0.005,-0.2654,-0.1939
7539,-0.1995,-0.0137,-0.2858,-0.1941
7545,-0.1986,-0.0238,-0.3054,-0.1929
7552,-0.1968,-0.0356,-0.3237,-0.1901
7558,-0.194,-0.0488,-0.3401,-0.1853
7564,-0.1897,-0.0635,-0.3535,-0.1782
7570,-0.1838,-0.079,-0.3626,-0.1684
7576,-0.1763,-0.0944,-0.3665,-0.1564
7582,-0.1678,-0.1089,-0.3649,-0.1429
7588,-0.1587,-0.1218,-0.3585,-0.129
7594,-0.1493,-0.133,-0.3486,-0.1152
7600,-0.14,-0.1428,-0.3358,-0.102
7606,-0.1308,-0.1513,-0.3211,-0.0897
7612,-0.1217,-0.1587,-0.3047,-0.0781
7618,-0.1127,-0.1652,-0.2872,-0.0675
7624,-0.1039,-0.1709,-0.2688,-0.0577
7630,-0.0952,-0.1759,-0.2496,-0.0488
7636,-0.0865,-0.1803,-0.2298,-0.0408
7642,-0.0779,-0.1842,-0.2095,-0.0336
7648,-0.0694,-0.1876,-0.1888,-0.0271
7655,-0.0609,-0.1905,-0.1678,-0.0215
7661,-0.0523,-0.193,-0.1466,-0.0166
7667,-0.0438,-0.1951,-0.1251,-0.0124
7673,-0.0353,-0.1969,-0.1036,-0.0089
7679,-0.0267,-0.1982,-0.0819,-0.006
7685,-0.0181,-0.1992,-0.0602,-0.0037
7691,-0.0094,-0.1998,-0.0385,-0.0019
7697,-0.0008,-0.2,-0.0167,-0.0006
7703,0.0079,-0.1998,0.0051,0.0001
7709,0.0165,-0.1993,0.0269,0.0004
7715,0.0251,-0.1984,0.0487,0.0002
7721,0.0336,-0.1972,0.0704,-0.0006
7727,0.0421,-0.1955,0.0921,-0.0019
7733,0.0504,-0.1935,0.1138,-0.0038
7739,0.0587,-0.1912,0.1353,-0.0064
7745,0.067,-0.1884,0.1568,-0.0097
7752,0.0752,-0.1853,0.178,-0.0137
7758,0.0834,-0.1818,0.199,-0.0185
7764,0.0916,-0.1778,0.2196,-0.0242
7770,0.0998,-0.1733,0.2399,-0.0306
7776,0.108,-0.1683,0.2596,-0.0379
7782,0.1163,-0.1627,0.2788,-0.0461
7788,0.1247,-0.1564,0.2972,-0.0552
7794,0.1331,-0.1493,0.3146,-0.0653
