Time (ms),Bob1 X,Bob1 Y,Bob2 X,Bob2 Y
7800,0.1416,-0.1413,0.3307,-0.0762
7806,0.1501,-0.1321,0.3452,-0.0881
7812,0.1587,-0.1217,0.3576,-0.1008
7818,0.1671,-0.1098,0.3671,-0.1142
7824,0.1752,-0.0964,0.3727,-0.1278
7830,0.1826,-0.0817,0.3736,-0.141
7836,0.1887,-0.0662,0.369,-0.1528
7842,0.1934,-0.0511,0.3594,-0.1626
7848,0.1965,-0.037,0.3458,-0.1701
7855,0.1985,-0.0244,0.3294,-0.1756
7861,0.1996,-0.0133,0.3112,-0.1793
7867,0.2,-0.0038,0.2917,-0.1815
7873,0.2,0.0043,0.2714,-0.1825
7879,0.1997,0.0111,0.2505,-0.1824
7885,0.1993,0.0164,0.2293,-0.1813
7891,0.1989,0.0205,0.2079,-0.1793
7897,0.1986,0.0234,0.1865,-0.1763
7903,0.1984,0.0249,0.1651,-0.1723
7909,0.1984,0.0251,0.1439,-0.1673
7915,0.1985,0.0241,0.1232,-0.1612
7921,0.1988,0.0216,0.1031,-0.1539
7927,0.1992,0.0178,0.0838,-0.1455
7933,0.1996,0.0127,0.0656,-0.1358
7939,0.1999,0.0061,0.0489,-0.125
7945,0.2,-0.0018,0.0338,-0.1131
7952,0.1997,-0.011,0.0207,-0.1002
7958,0.1988,-0.0214,0.0098,-0.0866
7964,0.1973,-0.0329,0.0013,-0.0725
7970,0.1948,-0.0451,-0.0047,-0.0583
7976,0.1914,-0.0581,-0.0081,-0.0443
7982,0.1868,-0.0715,-0.009,-0.0308
7988,0.181,-0.0851,-0.0075,-0.0181
7994,0.174,-0.0986,-0.0036,-0.0067
8000,0.1658,-0.1119,0.0023,0.0033
8006,0.1563,-0.1247,0.0101,0.0117
8012,0.1458,-0.1369,0.0195,0.0182
8018,0.1343,-0.1482,0.0303,0.0226
8024,0.122,-0.1585,0.0422,0.0249
8030,0.109,-0.1677,0.0549,0.0248
8036,0.0955,-0.1757,0.0682,0.0224
8042,0.0817,-0.1825,0.0818,0.0175
8048,0.0679,-0.1881,0.0954,0.01
8055,0.0544,-0.1925,0.1087,0
8061,0.0412,-0.1957,0.1214,-0.0125
8067,0.0287,-0.1979,0.1332,-0.0274
8073,0.017,-0.1993,0.1438,-0.0446
8079,0.0063,-0.1999,0.153,-0.0639
8085,-0.0032,-0.2,0.1606,-0.0851
8091,-0.0114,-0.1997,0.1663,-0.1079
8097,-0.0183,-0.1992,0.1701,-0.1321
8103,-0.0238,-0.1986,0.1719,-0.1574
8109,-0.0279,-0.198,0.1716,-0.1834
8115,-0.0304,-0.1977,0.1692,-0.21
8121,-0.0314,-0.1975,0.1647,-0.2368
8127,-0.0309,-0.1976,0.158,-0.2635
8133,-0.0286,-0.1979,0.149,-0.2898
8139,-0.0246,-0.1985,0.1378,-0.3152
8145,-0.0187,-0.1991,0.124,-0.3392
8152,-0.0107,-0.1997,0.1076,-0.3609
8158,-0.0006,-0.2,0.0884,-0.3791
8164,0.0114,-0.1997,0.0665,-0.392
8170,0.0246,-0.1985,0.0424,-0.3977
8176,0.0374,-0.1965,0.0176,-0.3955
8182,0.0486,-0.194,-0.0066,-0.3863
8188,0.0576,-0.1915,-0.0291,-0.3717
8194,0.0644,-0.1893,-0.0498,-0.3535
8200,0.0692,-0.1876,-0.0684,-0.3327
8206,0.0721,-0.1865,-0.0851,-0.3102
8212,0.0733,-0.1861,-0.0997,-0.2864
8218,0.0729,-0.1862,-0.1123,-0.2618
8224,0.0709,-0.187,-0.1229,-0.2367
8230,0.0673,-0.1883,-0.1313,-0.2115
8236,0.0623,-0.1901,-0.1377,-0.1863
8242,0.0557,-0.1921,-0.142,-0.1616
8248,0.0477,-0.1942,-0.1441,-0.1375
8255,0.0382,-0.1963,-0.1442,-0.1144
8261,0.0274,-0.1981,-0.1424,-0.0926
8267,0.0154,-0.1994,-0.1389,-0.0721
8273,0.0022,-0.2,-0.1338,-0.0534
8279,-0.0118,-0.1996,-0.1273,-0.0364
8285,-0.0267,-0.1982,-0.1198,-0.0212
8291,-0.042,-0.1955,-0.1115,-0.008
8297,-0.0575,-0.1916,-0.1026,0.0033
8303,-0.0731,-0.1862,-0.0934,0.0128
8309,-0.0885,-0.1794,-0.084,0.0206
8315,-0.1034,-0.1712,-0.0746,0.0267
8321,-0.1177,-0.1617,-0.0655,0.0314
8327,-0.1312,-0.151,-0.0566,0.0346
8333,-0.1436,-0.1392,-0.048,0.0365
8339,-0.155,-0.1263,-0.0399,0.0372
8345,-0.1652,-0.1127,-0.0324,0.0368
8352,-0.1742,-0.0983,-0.0255,0.0354
8358,-0.1818,-0.0834,-0.0192,0.033
8364,-0.188,-0.0682,-0.0136,0.0298
8370,-0.1929,-0.0526,-0.0089,0.0257
8376,-0.1965,-0.037,-0.0051,0.0208
8382,-0.1988,-0.0214,-0.0023,0.0153
8388,-0.1999,-0.006,-0.0005,0.0093
8394,-0.1998,0.0091,0.0001,0.0028
8400,-0.1986,0.0239,-0.0005,-0.004
8406,-0.1963,0.0381,-0.0025,-0.011
8412,-0.1932,0.0517,-0.0058,-0.018
8418,-0.1892,0.0647,-0.0104,-0.0249
8424,-0.1846,0.0769,-0.0165,-0.0314
8430,-0.1794,0.0883,-0.0239,-0.0374
8436,-0.1738,0.0989,-0.0326,-0.0427
8442,-0.168,0.1086,-0.0425,-0.0472
8448,-0.162,0.1173,-0.0535,-0.0507
8455,-0.1559,0.1252,-0.0654,-0.0531
8461,-0.1501,0.1322,-0.0781,-0.0544
8467,-0.1444,0.1384,-0.0914,-0.0545
8473,-0.1391,0.1437,-0.1051,-0.0534
8479,-0.1343,0.1482,-0.1191,-0.0512
8485,-0.1299,0.1521,-0.1331,-0.0479
8491,-0.1261,0.1552,-0.1472,-0.0436
8497,-0.1229,0.1578,-0.1611,-0.0385
8503,-0.1203,0.1598,-0.1748,-0.0326
8509,-0.1183,0.1613,-0.1883,-0.0261
8515,-0.1169,0.1623,-0.2013,-0.019
8521,-0.1161,0.1629,-0.2141,-0.0115
8527,-0.1159,0.163,-0.2264,-0.0037
8533,-0.1162,0.1628,-0.2384,0.0044
8539,-0.1171,0.1622,-0.2499,0.0126
8545,-0.1184,0.1612,-0.261,0.0209
8552,-0.1203,0.1598,-0.2718,0.0293
8558,-0.1225,0.1581,-0.2822,0.0376
8564,-0.1252,0.156,-0.2921,0.0458
8570,-0.1282,0.1535,-0.3017,0.054
8576,-0.1317,0.1506,-0.311,0.062
8582,-0.1354,0.1472,-0.3198,0.0698
8588,-0.1394,0.1434,-0.3282,0.0774
8594,-0.1437,0.1391,-0.3362,0.0849
8600,-0.1483,0.1342,-0.3438,0.0921
8606,-0.153,0.1288,-0.3508,0.099
8612,-0.1579,0.1227,-0.3572,0.1057
8618,-0.1629,0.116,-0.3629,0.112
8624,-0.168,0.1085,-0.3678,0.1181
8630,-0.1731,0.1002,-0.3717,0.1237
8636,-0.178,0.0912,-0.3744,0.1288
8642,-0.1827,0.0813,-0.3758,0.1333
8648,-0.1871,0.0708,-0.3758,0.137
8655,-0.1909,0.0596,-0.3741,0.1399
8661,-0.1941,0.0481,-0.3709,0.1416
8667,-0.1967,0.0363,-0.3663,0.1423
8673,-0.1985,0.0244,-0.3604,0.1418
8679,-0.1996,0.0125,-0.3535,0.1403
8685,-0.2,0.0006,-0.3457,0.1376
8691,-0.1997,-0.0112,-0.3372,0.134
8697,-0.1987,-0.0229,-0.3283,0.1294
8703,-0.197,-0.0345,-0.3189,0.124
8709,-0.1946,-0.0461,-0.3092,0.1179
8715,-0.1916,-0.0575,-0.2993,0.111
8721,-0.1878,-0.0689,-0.2891,0.1035
8727,-0.1832,-0.0802,-0.2789,0.0955
8733,-0.1779,-0.0913,-0.2686,0.0869
8739,-0.1718,-0.1024,-0.2583,0.0779
8745,-0.1648,-0.1133,-0.2479,0.0686
8752,-0.1569,-0.124,-0.2376,0.059
8758,-0.148,-0.1345,-0.2274,0.0491
8764,-0.1382,-0.1446,-0.2172,0.0391
8770,-0.1273,-0.1543,-0.2072,0.0291
8776,-0.1153,-0.1634,-0.1973,0.019
8782,-0.1023,-0.1719,-0.1876,0.009
8788,-0.0882,-0.1795,-0.1782,-0.0009
8794,-0.0731,-0.1862,-0.169,-0.0106
8800,-0.0571,-0.1917,-0.1601,-0.0202
8806,-0.0403,-0.1959,-0.1514,-0.0296
8812,-0.0228,-0.1987,-0.1431,-0.039
8818,-0.0048,-0.1999,-0.1352,-0.0482
8824,0.0134,-0.1996,-0.1275,-0.0575
8830,0.0316,-0.1975,-0.12,-0.067
8836,0.0495,-0.1938,-0.1126,-0.0767
8842,0.067,-0.1884,-0.1052,-0.0867
8848,0.0837,-0.1816,-0.0976,-0.0973
8855,0.0994,-0.1735,-0.0897,-0.1084
8861,0.1139,-0.1644,-0.0811,-0.12
8867,0.1272,-0.1544,-0.0716,-0.1322
8873,0.1389,-0.1439,-0.061,-0.1449
8879,0.1493,-0.1331,-0.0492,-0.1579
8885,0.1581,-0.1225,-0.0359,-0.1711
8891,0.1656,-0.1122,-0.021,-0.1843
8897,0.1717,-0.1026,-0.0045,-0.1972
8903,0.1766,-0.0939,0.0135,-0.2096
8909,0.1805,-0.0862,0.033,-0.2214
8915,0.1834,-0.0798,0.0539,-0.2322
8921,0.1855,-0.0747,0.0759,-0.242
8927,0.1869,-0.0711,0.099,-0.2507
8933,0.1877,-0.0689,0.1228,-0.2581
8939,0.188,-0.0683,0.1473,-0.2641
8945,0.1876,-0.0692,0.1721,-0.2686
8952,0.1867,-0.0717,0.1971,-0.2715
8958,0.185,-0.0759,0.2219,-0.2724
8964,0.1826,-0.0817,0.2463,-0.2712
8970,0.1791,-0.0891,0.2697,-0.2674
8976,0.1743,-0.0981,0.2912,-0.2604
8982,0.1681,-0.1084,0.3097,-0.2496
8988,0.1606,-0.1192,0.3238,-0.2348
8994,0.1523,-0.1296,0.3324,-0.2166
9000,0.1439,-0.1389,0.3356,-0.1959
9006,0.1358,-0.1468,0.3339,-0.1742
9012,0.1285,-0.1533,0.3285,-0.1523
9018,0.1219,-0.1586,0.32,-0.1308
9024,0.1162,-0.1628,0.309,-0.1099
9030,0.1112,-0.1662,0.2961,-0.09
9036,0.1071,-0.1689,0.2815,-0.0711
9042,0.1037,-0.171,0.2654,-0.0533
9048,0.1011,-0.1726,0.248,-0.0369
9055,0.0992,-0.1737,0.2295,-0.0219
9061,0.0981,-0.1743,0.2099,-0.0085
9067,0.0977,-0.1745,0.1895,0.0032
9073,0.0981,-0.1743,0.1682,0.013
9079,0.0992,-0.1737,0.1462,0.0207
9085,0.1009,-0.1727,0.1238,0.026
9091,0.1033,-0.1712,0.1012,0.0287
9097,0.1063,-0.1694,0.0785,0.0287
9103,0.1097,-0.1672,0.0563,0.0255
9109,0.1135,-0.1647,0.0348,0.0192
9115,0.1173,-0.162,0.0146,0.0096
9121,0.1211,-0.1592,-0.004,-0.0031
9127,0.1246,-0.1564,-0.0205,-0.0187
9133,0.1276,-0.154,-0.0346,-0.037
9139,0.13,-0.152,-0.0462,-0.0574
9145,0.1316,-0.1506,-0.0553,-0.0796
9152,0.1325,-0.1499,-0.062,-0.103
9158,0.1324,-0.1499,-0.0664,-0.1274
9164,0.1314,-0.1508,-0.0686,-0.1523
9170,0.1294,-0.1525,-0.069,-0.1776
9176,0.1265,-0.1549,-0.0677,-0.2031
9182,0.1225,-0.1581,-0.0647,-0.2285
9188,0.1174,-0.1619,-0.0603,-0.2538
9194,0.1111,-0.1663,-0.0545,-0.2786
9200,0.1034,-0.1712,-0.0472,-0.3028
9206,0.0941,-0.1765,-0.0385,-0.3262
9212,0.0831,-0.1819,-0.0282,-0.3481
9218,0.0699,-0.1874,-0.0163,-0.3678
9224,0.0543,-0.1925,-0.0026,-0.3842
9230,0.0362,-0.1967,0.0127,-0.3953
9236,0.0161,-0.1994,0.0288,-0.3989
9242,-0.0043,-0.2,0.0444,-0.3939
9248,-0.0232,-0.1987,0.058,-0.3814
9255,-0.0398,-0.196,0.0693,-0.3637
9261,-0.054,-0.1926,0.0782,-0.3426
9267,-0.0662,-0.1887,0.0851,-0.3196
9273,-0.0765,-0.1848,0.0901,-0.2953
9279,-0.0853,-0.1809,0.0936,-0.2704
9285,-0.0927,-0.1772,0.0955,-0.245
9291,-0.0988,-0.1739,0.0959,-0.2194
9297,-0.1038,-0.1709,0.0949,-0.1939
9303,-0.1077,-0.1685,0.0923,-0.1685
9309,-0.1106,-0.1666,0.088,-0.1435
9315,-0.1126,-0.1653,0.082,-0.1191
9321,-0.1135,-0.1647,0.0741,-0.0954
9327,-0.1136,-0.1646,0.0642,-0.0729
9333,-0.1129,-0.1651,0.052,-0.0519
9339,-0.1114,-0.1661,0.0377,-0.0328
9345,-0.1093,-0.1675,0.0212,-0.016
9352,-0.1068,-0.1691,0.0028,-0.0018
9358,-0.1041,-0.1708,-0.0174,0.0095
9364,-0.1014,-0.1724,-0.0389,0.0176
9370,-0.0989,-0.1739,-0.0612,0.0226
9376,-0.0967,-0.1751,-0.0842,0.0245
9382,-0.095,-0.176,-0.1072,0.0236
9388,-0.0939,-0.1766,-0.1302,0.0201
9394,-0.0935,-0.1768,-0.1527,0.0142
9400,-0.0937,-0.1767,-0.1747,0.0061
9406,-0.0946,-0.1762,-0.1961,-0.0039
9412,-0.0962,-0.1754,-0.2166,-0.0157
9418,-0.0985,-0.1741,-0.2361,-0.029
9424,-0.1014,-0.1724,-0.2547,-0.0438
9430,-0.1051,-0.1701,-0.2721,-0.06
9436,-0.1095,-0.1673,-0.2881,-0.0773
9442,-0.1147,-0.1639,-0.3027,-0.0958
9448,-0.1205,-0.1596,-0.3155,-0.1152
9455,-0.1271,-0.1544,-0.3262,-0.1355
9461,-0.1345,-0.1481,-0.3343,-0.1564
9467,-0.1425,-0.1404,-0.339,-0.1775
9473,-0.151,-0.1312,-0.3394,-0.1981
9479,-0.1595,-0.1206,-0.3347,-0.2172
9485,-0.1676,-0.1092,-0.3242,-0.2335
9491,-0.1744,-0.0978,-0.3087,-0.2461
9497,-0.1799,-0.0875,-0.2893,-0.2549
9503,-0.1839,-0.0785,-0.2674,-0.2603
9509,-0.1869,-0.0712,-0.244,-0.2629
9515,-0.1889,-0.0656,-0.2199,-0.2632
9521,-0.1903,-0.0616,-0.1953,-0.2616
9527,-0.191,-0.0592,-0.1708,-0.2582
9533,-0.1913,-0.0584,-0.1464,-0.2533
9539,-0.191,-0.0592,-0.1224,-0.247
9545,-0.1903,-0.0614,-0.099,-0.2394
9552,-0.1891,-0.0652,-0.0765,-0.2305
9558,-0.1872,-0.0704,-0.055,-0.2205
9564,-0.1846,-0.077,-0.0347,-0.2094
9570,-0.1811,-0.0849,-0.0158,-0.1975
9576,-0.1766,-0.0939,0.0015,-0.1848
9582,-0.1709,-0.1038,0.0172,-0.1717
9588,-0.164,-0.1145,0.0312,-0.1583
9594,-0.1556,-0.1257,0.0435,-0.1449
9600,-0.1457,-0.137,0.0542,-0.1317
9606,-0.1344,-0.1481,0.0635,-0.1189
9612,-0.1215,-0.1588,0.0715,-0.1066
9618,-0.1073,-0.1688,0.0786,-0.095
9624,-0.0918,-0.1777,0.0849,-0.084
9630,-0.0752,-0.1853,0.0907,-0.0736
9636,-0.0577,-0.1915,0.0963,-0.0638
9642,-0.0395,-0.1961,0.1017,-0.0544
9648,-0.021,-0.1989,0.1072,-0.0453
9655,-0.0023,-0.2,0.1128,-0.0364
9661,0.0162,-0.1993,0.1187,-0.0276
9667,0.0344,-0.197,0.1248,-0.0186
9673,0.0519,-0.1931,0.1312,-0.0095
9679,0.0687,-0.1878,0.1378,-0.0001
9685,0.0846,-0.1812,0.1447,0.0095
9691,0.0994,-0.1735,0.1518,0.0195
9697,0.1131,-0.1649,0.1591,0.0297
9703,0.1257,-0.1556,0.1665,0.0402
9709,0.1371,-0.1457,0.174,0.0509
9715,0.1473,-0.1353,0.1817,0.0617
9721,0.1564,-0.1246,0.1894,0.0727
9727,0.1645,-0.1137,0.1972,0.0836
9733,0.1716,-0.1027,0.205,0.0944
9739,0.1777,-0.0917,0.2128,0.1052
9745,0.183,-0.0807,0.2207,0.1157
9752,0.1874,-0.0698,0.2286,0.1259
9758,0.1911,-0.059,0.2365,0.1358
9764,0.1941,-0.0483,0.2444,0.1453
9770,0.1964,-0.0377,0.2523,0.1544
9776,0.1981,-0.0272,0.2601,0.1629
9782,0.1993,-0.0169,0.2679,0.1709
9788,0.1999,-0.0068,0.2756,0.1783
9794,0.2,0.0032,0.2832,0.1851
9800,0.1996,0.0131,0.2906,0.1912
9806,0.1987,0.0228,0.2978,0.1965
9812,0.1974,0.0324,0.3048,0.2011
9818,0.1956,0.0419,0.3115,0.2049
9824,0.1933,0.0512,0.3178,0.2077
9830,0.1907,0.0603,0.3237,0.2097
9836,0.1876,0.0693,0.3291,0.2107
9842,0.1842,0.078,0.3338,0.2107
9848,0.1804,0.0864,0.3378,0.2097
9855,0.1763,0.0945,0.3411,0.2078
9861,0.1719,0.1022,0.3435,0.2049
9867,0.1674,0.1094,0.3451,0.2012
9873,0.1628,0.1162,0.3459,0.1967
9879,0.1582,0.1224,0.3459,0.1915
9885,0.1536,0.1281,0.3451,0.1857
9891,0.1492,0.1332,0.3438,0.1793
9897,0.1448,0.1379,0.3418,0.1724
9903,0.1407,0.1421,0.3394,0.1651
9909,0.1368,0.1459,0.3364,0.1573
9915,0.1331,0.1493,0.3331,0.1492
9921,0.1297,0.1523,0.3293,0.1407
9927,0.1265,0.1549,0.3252,0.1319
9933,0.1237,0.1572,0.3207,0.1227
9939,0.1211,0.1591,0.3158,0.1132
9945,0.1189,0.1608,0.3106,0.1035
9952,0.1171,0.1621,0.305,0.0935
9958,0.1156,0.1632,0.299,0.0833
9964,0.1145,0.164,0.2926,0.0729
9970,0.1139,0.1644,0.2859,0.0624
9976,0.1137,0.1646,0.2788,0.0517
9982,0.1139,0.1644,0.2712,0.0409
9988,0.1146,0.1639,0.2633,0.0301
9994,0.1158,0.1631,0.2549,0.0194
10000,0.1175,0.1619,0.2461,0.0087
10006,0.1197,0.1602,0.2368,-0.0019
10012,0.1224,0.1582,0.2272,-0.0122
10018,0.1257,0.1556,0.2171,-0.0223
10024,0.1294,0.1525,0.2067,-0.032
10030,0.1337,0.1488,0.196,-0.0413
10036,0.1384,0.1444,0.185,-0.0501
10042,0.1435,0.1393,0.1738,-0.0584
10048,0.1489,0.1335,0.1624,-0.0661
10055,0.1547,0.1268,0.151,-0.0732
10061,0.1606,0.1192,0.1396,-0.0797
10067,0.1665,0.1107,0.1283,-0.0856
10073,0.1724,0.1013,0.1172,-0.0909
10079,0.1782,0.0909,0.1063,-0.0958
10085,0.1835,0.0795,0.0957,-0.1002
10091,0.1884,0.0671,0.0854,-0.1043
10097,0.1926,0.0539,0.0755,-0.1082
10103,0.196,0.0398,0.0659,-0.1121
10109,0.1984,0.025,0.0566,-0.116
10115,0.1998,0.0096,0.0474,-0.12
10121,0.1999,-0.0063,0.0384,-0.1243
10127,0.1987,-0.0226,0.0294,-0.129
10133,0.1962,-0.039,0.0202,-0.1341
10139,0.1922,-0.0553,0.0109,-0.1397
10145,0.1868,-0.0714,0.0012,-0.1458
10152,0.18,-0.0871,-0.009,-0.1524
10158,0.1719,-0.1022,-0.0197,-0.1596
10164,0.1625,-0.1165,-0.0309,-0.1673
10170,0.152,-0.13,-0.0428,-0.1755
10176,0.1404,-0.1424,-0.0552,-0.1842
10182,0.1278,-0.1538,-0.0682,-0.1934
10188,0.1144,-0.164,-0.0817,-0.2031
10194,0.1003,-0.1731,-0.0957,-0.2132
10200,0.0854,-0.1808,-0.1099,-0.2238
10206,0.07,-0.1874,-0.1243,-0.2347
10212,0.0539,-0.1926,-0.1388,-0.246
10218,0.0373,-0.1965,-0.1531,-0.2576
10224,0.0201,-0.199,-0.1671,-0.2695
10230,0.0022,-0.2,-0.1804,-0.2815
10236,-0.0164,-0.1993,-0.1928,-0.2934
10242,-0.0356,-0.1968,-0.2039,-0.305
10248,-0.0556,-0.1921,-0.213,-0.3156
10255,-0.0762,-0.1849,-0.2194,-0.3245
10261,-0.0968,-0.175,-0.2226,-0.3305
10267,-0.1166,-0.1625,-0.2221,-0.3324
10273,-0.1344,-0.1481,-0.2185,-0.3296
10279,-0.1496,-0.1327,-0.2127,-0.3225
10285,-0.1622,-0.117,-0.2058,-0.3122
10291,-0.1724,-0.1014,-0.1982,-0.2998
10297,-0.1805,-0.0861,-0.1904,-0.2859
10303,-0.1869,-0.0712,-0.1825,-0.2711
10309,-0.1918,-0.0566,-0.1746,-0.2559
10315,-0.1954,-0.0425,-0.1668,-0.2404
10321,-0.1979,-0.0287,-0.159,-0.2249
10327,-0.1994,-0.0154,-0.1513,-0.2095
10333,-0.2,-0.0024,-0.1437,-0.1943
10339,-0.1997,0.0101,-0.136,-0.1794
10345,-0.1988,0.0223,-0.1283,-0.1649
10352,-0.1971,0.0341,-0.1207,-0.1508
10358,-0.1948,0.0454,-0.1129,-0.1371
10364,-0.1919,0.0563,-0.1052,-0.1239
10370,-0.1885,0.0668,-0.0973,-0.1112
10376,-0.1846,0.0769,-0.0894,-0.099
10382,-0.1803,0.0865,-0.0814,-0.0873
10388,-0.1756,0.0957,-0.0733,-0.0762
10394,-0.1706,0.1044,-0.0651,-0.0656
10400,-0.1653,0.1126,-0.0568,-0.0555
10406,-0.1598,0.1203,-0.0485,-0.0459
10412,-0.154,0.1276,-0.04,-0.0367
10418,-0.1481,0.1344,-0.0315,-0.0281
10424,-0.1421,0.1408,-0.0229,-0.0199
10430,-0.1359,0.1467,-0.0143,-0.012
10436,-0.1298,0.1522,-0.0056,-0.0046
10442,-0.1235,0.1573,0.003,0.0024
10448,-0.1173,0.162,0.0117,0.0091
10455,-0.111,0.1663,0.0203,0.0155
10461,-0.1048,0.1703,0.0289,0.0216
10467,-0.0986,0.174,0.0374,0.0273
10473,-0.0923,0.1774,0.0458,0.0328
10479,-0.0861,0.1805,0.0542,0.038
10485,-0.0799,0.1833,0.0625,0.0429
10491,-0.0738,0.1859,0.0707,0.0476
10497,-0.0676,0.1882,0.0788,0.0519
10503,-0.0614,0.1903,0.0868,0.056
10509,-0.0552,0.1922,0.0947,0.0599
10515,-0.0491,0.1939,0.1025,0.0634
10521,-0.0429,0.1954,0.1103,0.0667
10527,-0.0367,0.1966,0.1179,0.0697
10533,-0.0304,0.1977,0.1255,0.0724
10539,-0.0242,0.1985,0.1329,0.0748
10545,-0.0179,0.1992,0.1403,0.0769
10552,-0.0116,0.1997,0.1477,0.0787
10558,-0.0052,0.1999,0.1549,0.0802
10564,0.0011,0.2,0.1621,0.0813
10570,0.0076,0.1999,0.1693,0.0822
10576,0.014,0.1995,0.1764,0.0827
10582,0.0205,0.1989,0.1834,0.0829
10588,0.0271,0.1982,0.1905,0.0828
10594,0.0337,0.1971,0.1974,0.0823
10600,0.0403,0.1959,0.2044,0.0815
10606,0.047,0.1944,0.2113,0.0803
10612,0.0537,0.1926,0.2182,0.0788
10618,0.0605,0.1906,0.2251,0.077
10624,0.0673,0.1883,0.232,0.0748
10630,0.0742,0.1857,0.2388,0.0722
10636,0.081,0.1829,0.2457,0.0693
10642,0.0879,0.1796,0.2525,0.0661
10648,0.0948,0.1761,0.2594,0.0625
10655,0.1017,0.1722,0.2662,0.0585
10661,0.1086,0.1679,0.2731,0.0541
10667,0.1155,0.1633,0.2799,0.0494
10673,0.1224,0.1582,0.2868,0.0444
10679,0.1291,0.1527,0.2936,0.0389
10685,0.1359,0.1468,0.3005,0.0332
10691,0.1425,0.1403,0.3073,0.027
10697,0.149,0.1334,0.3141,0.0205
10703,0.1554,0.1259,0.3209,0.0137
10709,0.1615,0.1179,0.3276,0.0066
10715,0.1675,0.1093,0.3343,-0.0009
10721,0.1731,0.1001,0.3409,-0.0087
10727,0.1785,0.0903,0.3474,-0.0168
10733,0.1834,0.0797,0.3537,-0.0251
10739,0.1879,0.0685,0.3599,-0.0336
10745,0.1919,0.0565,0.3657,-0.0424
10752,0.1952,0.0437,0.3712,-0.0513
10758,0.1977,0.0302,0.3761,-0.0603
10764,0.1994,0.0158,0.3804,-0.0693
10770,0.2,0.0006,0.3838,-0.0782
10776,0.1994,-0.0152,0.3861,-0.0871
10782,0.1975,-0.0316,0.3869,-0.0957
10788,0.1941,-0.0483,0.3861,-0.1042
10794,0.1891,-0.0651,0.3834,-0.1124
10800,0.1826,-0.0815,0.3788,-0.1206
10806,0.1747,-0.0973,0.3722,-0.1287
10812,0.1655,-0.1123,0.364,-0.1369
10818,0.1551,-0.1263,0.3542,-0.1453
10824,0.1436,-0.1392,0.3431,-0.1539
10830,0.1313,-0.1509,0.331,-0.1628
10836,0.1182,-0.1613,0.3179,-0.172
10842,0.1044,-0.1706,0.3041,-0.1815
10848,0.0901,-0.1786,0.2897,-0.1914
10855,0.0754,-0.1853,0.2747,-0.2016
10861,0.0603,-0.1907,0.2591,-0.2121
10867,0.0451,-0.1949,0.2431,-0.2228
10873,0.0298,-0.1978,0.2265,-0.2339
10879,0.0147,-0.1995,0.2094,-0.2453
10885,-0.0001,-0.2,0.1916,-0.2568
